Headline,Attention,,FALSE
"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",1,1,TRUE
"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",0,2,FALSE
Why Yoko Ono Is The Only Thing Standing Between New York And Catastrophic Gas Fracking,1,3,TRUE
New York's Last Chance To Preserve Its Water Supply,0,4,FALSE
It's Easy To Become Homeless. It's Almost Impossible To Get Back.,1,5,TRUE
"If You're Homeless For A Month, There's A Good Chance You'll Be Homeless For Life",0,6,FALSE
"Thousands Of Protesters Are About To Descend On Washington, D.C. Here's Why.",1,7,TRUE
Could This Be The Most Important Protest Of 2013?,0,8,FALSE
How An Insurance Company Bought Its Very Own Senator,1,9,TRUE
How Much Does It Cost To Buy Off A Politician? About The Price Of A Used Car.,0,10,FALSE
Conan O'Brien Does Some Investigative Journalism. The Result Is Hilarious.,1,11,TRUE
Hypnotic: 82 Seconds That Prove The Media Is Just A Gigantic 10-Year-Old,0,12,FALSE
I Wouldn't Mind Getting Sent To This Principal's Office,1,13,TRUE
A Dispatch From The Front Lines In The Fight Against Bullying,0,14,FALSE
The Dirty Secret In Every Restaurant Menu,1,15,TRUE
What Happens When You Combine Financial Desperation With Your Steak?,0,16,FALSE
The Mind-Boggling Stupidity Of The Sequester Explained In Plain English,1,17,TRUE
So Congress Just Punked Itself. Again.,0,18,FALSE
A Comedian Silences A Room For 9 Minutes. It's Not An Awkward Silence.,1,19,TRUE
A Comedian Goes 9 Minutes Without A Laugh — On Purpose,0,20,FALSE
Can You Imagine Going Through Something Like This When You Were In High School?,1,21,TRUE
I'll Bet This Isn't What You Picture When You Hear The Phrase 'Illegal Immigrant',0,22,FALSE
The Real Reason They Still Play 'Mrs. Robinson' On The Radio,1,23,TRUE
The Real Reason They Still Play 'Mrs. Robinson' On The Radio,0,24,FALSE
A Terrified Child Genius Saves His Own Life With Engineering Skills,1,25,TRUE
You Have 50 Seconds To Make A Suit Of Armor. GO!,0,26,FALSE
Candy Has Less Sugar Than A Sandwich?,1,27,TRUE
Candy Has Less Sugar Than A Sandwich?,0,28,FALSE
I Guess These Models Don't Sell Products Quite As Well,1,29,TRUE
These Models Are Making People Get Their Checkbooks Out,0,30,FALSE
There Is Actually One Golden Rule To Prevent Sexual Assault,1,31,TRUE
10 Tips GUARANTEED To Prevent Rape,0,32,FALSE
A Stand-Up Comedian Sums Up The Gay Rights Debate In 30 Seconds,1,33,TRUE
A Stand-Up Comedian Gives A Hilarious Crash Course On The Gay Rights Debate,0,34,FALSE
The Chart That Might Just Bring Forth The Apocalypse,1,35,TRUE
Things America Is Less Gooder At: Basic Scientific Comprehension,0,36,FALSE
EPIC MASHUP: The Women Of Mad Men Sing For Their Freedom,1,37,TRUE
If I Had To Deal With What These Women Deal With I Would Be Mad Too,0,38,FALSE
This Preacher Attacks Gay Marriage. And It Makes Me Want To Marry Him.,1,39,TRUE
"It Doesn't Matter If You Are For Or Against Marriage Equality, You Will Love Some Part Of This Video",0,40,FALSE
7 Ways To Make Sure You Don't Hate Your Life And Actually Enjoy It And Stuff,1,41,TRUE
The Perfect Thing To Do When Your Spouse Cheats On You Or Your Cat Explodes,0,42,FALSE
The Top 8 Ways To Be 'Traditionally Married' According To The Bible,1,43,TRUE
The Top 8 Ways To Be 'Traditionally Married' According To The Bible,0,44,FALSE
"What Do You Get With 2 Guys, 1 Girl, And 200 Condoms?",1,45,TRUE
200 Condoms Were Harmed In The Making Of This Video,0,46,FALSE
2 Years Ago Gabby Giffords Was Shot In The Head. Now She's Got Something Important To Say.,1,47,TRUE
Optimism About Gun Violence From The Woman Who Knows Far Too Much About Gun Violence,0,48,FALSE
Why It's Great To Grow Up In Scandinavia,1,49,TRUE
Why It's Great To Grow Up In Countries With Really Cool Accents,0,50,FALSE
What A Wonderful World It'd Be If More People Would Just Commit Narcissistic And Antisocial Behavior,1,51,TRUE
Daily Show Contributor’s Epic Takedown Of The Blank White Page,0,52,FALSE
Finally: A Mode Of Transportation That Helps Clean The Air As You Use It,1,53,TRUE
This Is The Most X-Treme Way Of Fighting Pollution I’ve Ever Seen,0,54,FALSE
One Conspiracy Theory That's Actually Worth Your Time,1,55,TRUE
Would You Let Someone Steal Your Stuff And Sell It Overseas? Because That's What's Been Happening.,0,56,FALSE
I Guarantee You'll Never See Any Of These Kids Interviewed On Fox,1,57,TRUE
"If Obama Was Inspired From Dreams From His Father, He Should Be Extra Motivated By This",0,58,FALSE
Soledad O'Brien Clashes With Anti-Gay Interview Guest,1,59,TRUE
"CNN's Best Journalist In Action. By The Way, They're Getting Rid Of Her.",0,60,FALSE
A Bunch Of Bullies Thought It Would Be Funny To Pummel This Kid. They Aren't Laughing Now.,1,61,TRUE
This Bullied Kid Went Through Hell So Your Kids Won't Have To,0,62,FALSE
"Here's A Magazine Saying ""Sorry We're Not Sorry"" For Being Racist",1,63,TRUE
Popular Business Magazine Warns That The Minorities Care About Fancy Houses Now,0,64,FALSE
Those Idiots From “Jackass” Have Nothing On This Air Force Vet,1,65,TRUE
Meet The Man Who’ll Save At Least A Few Of Your Lives One Day,0,66,FALSE
"A Very ""Shocking"" 98 Seconds. That Joke (Although Terrible) Will Make WAY More Sense After Watching.",1,67,TRUE
"If You Enjoy The Ol' Night Sky, You Should Get Your Fill ASAP. It Genuinely Won't Be There For Long.",0,68,FALSE
The Most Beautiful Way To Stop A Bully I've Ever Seen,1,69,TRUE
The Most Beautiful Way To Stop A Bully I've Ever Seen,0,70,FALSE
"These Workers Just Want Money, And You Won’t Believe What They Did To Get Some",1,71,TRUE
"Money Can’t Buy Happiness, But Maybe It’ll Get These Workers To Stop Singing",0,72,FALSE
Meet The 13 Year-Old Who's Making Most Scientists Look Pretty Stupid,1,73,TRUE
"Genius Inventor Cracks Secret Of Trees To Harness Solar Power. Oh, And He’s 13.",0,74,FALSE
When Did Sex Become A Sin? This Woman Can Tell You.,1,75,TRUE
"If Sex Is Sacred, Why Are We So Scared To Talk About It?",0,76,FALSE
A Joke About Male Genitalia That Even Hillary Clinton Would Laugh At,1,77,TRUE
"Finally, An Answer To The Question: Do Feminist D**k Jokes Exist?",0,78,FALSE
Racists Spray-Paint A Comedian's Car. They Shouldn't Have Done That.,1,79,TRUE
"An 'Arab' Filmmaker Drives His Car Into Cardboard Twin Towers. Trust Me, You'll Be On His Side.",0,80,FALSE
The National Holiday We Used To Celebrate In November Until Thanksgiving Came Along,1,81,TRUE
"11,000 People You Should Really Be Thankful For On Thanksgiving",0,82,FALSE
